geometry,address_id,source_dataset,change_id,full_address_number,full_road_name,full_address,territorial_authority,unit_type,unit_value,level_type,level_value,address_number_prefix,address_number,address_number_suffix,address_number_high,road_name_prefix,road_name,road_type_name,road_suffix,water_name,water_body_name,suburb_locality,town_city,address_class,address_lifecycle,gd2000_xcoord,gd2000_ycoord,road_name_ascii,water_name_ascii,water_body_name_ascii,suburb_locality_ascii,town_city_ascii,full_road_name_ascii,full_address_ascii
POINT (172.6646161667 -43.366350974),1633325,AIMS,1399700,4,Magnate Drive,"4 Magnate Drive, Kaiapoi",Waimakariri District,,,,,,4,,,,Magnate,Drive,,,,Kaiapoi,Kaiapoi,Thoroughfare,Current,172.66461617,-43.36635093,Magnate,,,Kaiapoi,Kaiapoi,Magnate Drive,"4 Magnate Drive, Kaiapoi"
POINT (172.6683048 -43.326640474),248510,AIMS,2722895,1,Simon Place,"1 Simon Place, Woodend",Waimakariri District,,,,,,1,,,,Simon,Place,,,,Woodend,Woodend,Thoroughfare,Current,172.6683048,-43.32664043,Simon,,,Woodend,Woodend,Simon Place,"1 Simon Place, Woodend"
POINT (173.8578920833 -35.9302732517),918397,AIMS,814747,47,Cobham Avenue,"47 Cobham Avenue, Dargaville",Kaipara District,,,,,,47,,,,Cobham,Avenue,,,,Dargaville,Dargaville,Thoroughfare,Current,173.85789208,-35.93027322,Cobham,,,Dargaville,Dargaville,Cobham Avenue,"47 Cobham Avenue, Dargaville"
POINT (173.8650674667 -35.9443021517),919280,AIMS,815592,11,Beach Road,"11 Beach Road, Dargaville",Kaipara District,,,,,,11,,,,Beach,Road,,,,Dargaville,Dargaville,Thoroughfare,Current,173.86506747,-35.94430212,Beach,,,Dargaville,Dargaville,Beach Road,"11 Beach Road, Dargaville"
POINT (173.8666947833 -35.942414885),919311,AIMS,815622,14,Edward Street,"14 Edward Street, Dargaville",Kaipara District,,,,,,14,,,,Edward,Street,,,,Dargaville,Dargaville,Thoroughfare,Current,173.86669478,-35.94241485,Edward,,,Dargaville,Dargaville,Edward Street,"14 Edward Street, Dargaville"
POINT (173.8656758333 -35.958233735),919682,AIMS,815982,10,Park Road,"10 Park Road, Dargaville",Kaipara District,,,,,,10,,,,Park,Road,,,,Dargaville,Dargaville,Thoroughfare,Current,173.86567583,-35.9582337,Park,,,Dargaville,Dargaville,Park Road,"10 Park Road, Dargaville"
POINT (173.8655695333 -35.9478494017),1955696,AIMS,1512381,25,River Road,"25 River Road, Dargaville",Kaipara District,,,,,,25,,,,River,Road,,,,Dargaville,Dargaville,Thoroughfare,Current,173.86556953,-35.94784937,River,,,Dargaville,Dargaville,River Road,"25 River Road, Dargaville"
POINT (174.3063357333 -36.1453989686),1407597,AIMS,1230573,7,Marohemo Road,"7 Marohemo Road, Maungaturoto",Kaipara District,,,,,,7,,,,Marohemo,Road,,,,Maungaturoto,Maungaturoto,Thoroughfare,Current,174.30633573,-36.14539893,Marohemo,,,Maungaturoto,Maungaturoto,Marohemo Road,"7 Marohemo Road, Maungaturoto"
POINT (174.3617679167 -36.1635941853),943599,AIMS,3832644,70,James Road,"70 James Road, Maungaturoto",Kaipara District,,,,,,70,,,,James,Road,,,,Maungaturoto,Maungaturoto,Thoroughfare,Current,174.36176792,-36.16359415,James,,,Maungaturoto,Maungaturoto,James Road,"70 James Road, Maungaturoto"
POINT (174.57885865 -36.1250389185),959978,AIMS,852448,9,Moir Street,"9 Moir Street, Mangawhai",Kaipara District,,,,,,9,,,,Moir,Street,,,,Mangawhai,Mangawhai,Thoroughfare,Current,174.57885865,-36.12503888,Moir,,,Mangawhai,Mangawhai,Moir Street,"9 Moir Street, Mangawhai"
POINT (174.5629112167 -36.1011221685),54237,AIMS,51314,50,Atkin Road,"50 Atkin Road, Mangawhai",Kaipara District,,,,,,50,,,,Atkin,Road,,,,Mangawhai,Mangawhai,Thoroughfare,Current,174.56291122,-36.10112213,Atkin,,,Mangawhai,Mangawhai,Atkin Road,"50 Atkin Road, Mangawhai"
POINT (174.5777518839 -36.0898327227),3137113,CADS,137113,28A,Marram Place,"28A Marram Place, Mangawhai Heads, Mangawhai",Kaipara District,,,,,,28,A,,,Marram,Place,,,,Mangawhai Heads,Mangawhai,Thoroughfare,Current,174.57775188,-36.08983269,Marram,,,Mangawhai Heads,Mangawhai,Marram Place,"28A Marram Place, Mangawhai Heads, Mangawhai"
POINT (174.5837377833 -36.0883641519),959764,AIMS,852238,1,Olsen Avenue,"1 Olsen Avenue, Mangawhai Heads, Mangawhai",Kaipara District,,,,,,1,,,,Olsen,Avenue,,,,Mangawhai Heads,Mangawhai,Thoroughfare,Current,174.58373778,-36.08836412,Olsen,,,Mangawhai Heads,Mangawhai,Olsen Avenue,"1 Olsen Avenue, Mangawhai Heads, Mangawhai"
POINT (174.5896108167 -36.0814858352),961062,AIMS,853401,1,Pearl Street,"1 Pearl Street, Mangawhai Heads, Mangawhai",Kaipara District,,,,,,1,,,,Pearl,Street,,,,Mangawhai Heads,Mangawhai,Thoroughfare,Current,174.58961082,-36.0814858,Pearl,,,Mangawhai Heads,Mangawhai,Pearl Street,"1 Pearl Street, Mangawhai Heads, Mangawhai"
POINT (174.5904951 -36.0813027185),961117,AIMS,853456,4,Pearl Street,"4 Pearl Street, Mangawhai Heads, Mangawhai",Kaipara District,,,,,,4,,,,Pearl,Street,,,,Mangawhai Heads,Mangawhai,Thoroughfare,Current,174.5904951,-36.08130268,Pearl,,,Mangawhai Heads,Mangawhai,Pearl Street,"4 Pearl Street, Mangawhai Heads, Mangawhai"
POINT (174.5894661333 -36.0901350852),961400,AIMS,853737,31,North Avenue,"31 North Avenue, Mangawhai Heads, Mangawhai",Kaipara District,,,,,,31,,,,North,Avenue,,,,Mangawhai Heads,Mangawhai,Thoroughfare,Current,174.58946613,-36.09013505,North,,,Mangawhai Heads,Mangawhai,North Avenue,"31 North Avenue, Mangawhai Heads, Mangawhai"
POINT (168.9202337 -46.1031370076),114476,AIMS,108463,125,Coutts Road,"125 Coutts Road, Gore",Gore District,,,,,,125,,,,Coutts,Road,,,,Gore,Gore,Thoroughfare,Current,168.9202337,-46.10313697,Coutts,,,Gore,Gore,Coutts Road,"125 Coutts Road, Gore"
POINT (169.7299054 -46.2428400575),18929,AIMS,18083,10,Ryrie Street,"10 Ryrie Street, Balclutha",Clutha District,,,,,,10,,,,Ryrie,Street,,,,Balclutha,Balclutha,Thoroughfare,Current,169.7299054,-46.24284002,Ryrie,,,Balclutha,Balclutha,Ryrie Street,"10 Ryrie Street, Balclutha"
POINT (169.74744505 -46.2334974741),20241,AIMS,19338,8,Cromer Street,"8 Cromer Street, Balclutha",Clutha District,,,,,,8,,,,Cromer,Street,,,,Balclutha,Balclutha,Thoroughfare,Current,169.74744505,-46.23349743,Cromer,,,Balclutha,Balclutha,Cromer Street,"8 Cromer Street, Balclutha"
POINT (169.8460022 -46.2846354075),21488,AIMS,20556,10,Exe Street,"10 Exe Street, Kaitangata",Clutha District,,,,,,10,,,,Exe,Street,,,,Kaitangata,Kaitangata,Thoroughfare,Current,169.8460022,-46.28463537,Exe,,,Kaitangata,Kaitangata,Exe Street,"10 Exe Street, Kaitangata"
POINT (169.8489828 -46.2835202575),21593,AIMS,20654,25,Bridport Street,"25 Bridport Street, Kaitangata",Clutha District,,,,,,25,,,,Bridport,Street,,,,Kaitangata,Kaitangata,Thoroughfare,Current,169.8489828,-46.28352022,Bridport,,,Kaitangata,Kaitangata,Bridport Street,"25 Bridport Street, Kaitangata"
POINT (169.9741047 -46.1080365741),23170,AIMS,22166,2,Highgate,"2 Highgate, Milton",Clutha District,,,,,,2,,,,Highgate,,,,,Milton,Milton,Thoroughfare,Current,169.9741047,-46.10803653,Highgate,,,Milton,Milton,Highgate,"2 Highgate, Milton"
POINT (168.93206915 -46.1100865075),115740,AIMS,109668,5,Vera Street,"5 Vera Street, Gore",Gore District,,,,,,5,,,,Vera,Street,,,,Gore,Gore,Thoroughfare,Current,168.93206915,-46.11008647,Vera,,,Gore,Gore,Vera Street,"5 Vera Street, Gore"
POINT (168.9359019 -46.0967678576),116985,AIMS,110779,6,Park Street,"6 Park Street, Gore",Gore District,,,,,,6,,,,Park,Street,,,,Gore,Gore,Thoroughfare,Current,168.9359019,-46.09676782,Park,,,Gore,Gore,Park Street,"6 Park Street, Gore"
POINT (168.93947285 -46.1044707576),117022,AIMS,110811,7,Elm Lane,"7 Elm Lane, Gore",Gore District,,,,,,7,,,,Elm,Lane,,,,Gore,Gore,Thoroughfare,Current,168.93947285,-46.10447072,Elm,,,Gore,Gore,Elm Lane,"7 Elm Lane, Gore"
POINT (169.38415425 -45.2598529076),14721,AIMS,14065,11,Aronui Road,"11 Aronui Road, Bridge Hill, Alexandra",Central Otago District,,,,,,11,,,,Aronui,Road,,,,Bridge Hill,Alexandra,Thoroughfare,Current,169.38415425,-45.25985287,Aronui,,,Bridge Hill,Alexandra,Aronui Road,"11 Aronui Road, Bridge Hill, Alexandra"
POINT (169.3877303 -45.2488201742),15829,AIMS,15116,8,Moa Street,"8 Moa Street, Alexandra",Central Otago District,,,,,,8,,,,Moa,Street,,,,Alexandra,Alexandra,Thoroughfare,Current,169.3877303,-45.24882013,Moa,,,Alexandra,Alexandra,Moa Street,"8 Moa Street, Alexandra"
POINT (169.39243515 -45.2471809576),15817,AIMS,15105,8,Chicago Street,"8 Chicago Street, Alexandra",Central Otago District,,,,,,8,,,,Chicago,Street,,,,Alexandra,Alexandra,Thoroughfare,Current,169.39243515,-45.24718092,Chicago,,,Alexandra,Alexandra,Chicago Street,"8 Chicago Street, Alexandra"
POINT (170.1053547667 -45.1265747742),24364,AIMS,23311,61,Bute Street,"61 Bute Street, Ranfurly",Central Otago District,,,,,,61,,,,Bute,Street,,,,Ranfurly,Ranfurly,Thoroughfare,Current,170.10535477,-45.12657473,Bute,,,Ranfurly,Ranfurly,Bute Street,"61 Bute Street, Ranfurly"
POINT (170.0536012333 -45.0985065409),1400897,AIMS,1541457,53,Dowling Road,"53 Dowling Road, Ranfurly",Central Otago District,,,,,,53,,,,Dowling,Road,,,,Ranfurly,Ranfurly,Thoroughfare,Current,170.05360123,-45.0985065,Dowling,,,Ranfurly,Ranfurly,Dowling Road,"53 Dowling Road, Ranfurly"
POINT (168.44331535 -45.7360165576),108669,AIMS,102797,21,Hill Road,"21 Hill Road, Lumsden",Southland District,,,,,,21,,,,Hill,Road,,,,Lumsden,Lumsden,Thoroughfare,Current,168.44331535,-45.73601652,Hill,,,Lumsden,Lumsden,Hill Road,"21 Hill Road, Lumsden"
POINT (168.7554619 -46.3166629575),1442619,AIMS,1258034,75,Donald Road,"75 Donald Road, Edendale",Southland District,,,,,,75,,,,Donald,Road,,,,Edendale,Edendale,Thoroughfare,Current,168.7554619,-46.31666292,Donald,,,Edendale,Edendale,Donald Road,"75 Donald Road, Edendale"
POINT (174.7238047667 -37.2372387865),1062981,AIMS,941231,3,Dawn Place,"3 Dawn Place, Waiuku",Auckland,,,,,,3,,,,Dawn,Place,,,,Waiuku,Waiuku,Thoroughfare,Current,174.72380477,-37.23723875,Dawn,,,Waiuku,Waiuku,Dawn Place,"3 Dawn Place, Waiuku"
POINT (174.7242545 -37.2371834698),1063011,AIMS,941254,4,Dawn Place,"4 Dawn Place, Waiuku",Auckland,,,,,,4,,,,Dawn,Place,,,,Waiuku,Waiuku,Thoroughfare,Current,174.7242545,-37.23718343,Dawn,,,Waiuku,Waiuku,Dawn Place,"4 Dawn Place, Waiuku"
POINT (174.7311690833 -37.2355527698),1080929,AIMS,957130,5,Heron Place,"5 Heron Place, Waiuku",Auckland,,,,,,5,,,,Heron,Place,,,,Waiuku,Waiuku,Thoroughfare,Current,174.73116908,-37.23555273,Heron,,,Waiuku,Waiuku,Heron Place,"5 Heron Place, Waiuku"
POINT (174.7259075167 -37.2469962865),1081346,AIMS,957511,32,King Street,"32 King Street, Waiuku",Auckland,,,,,,32,,,,King,Street,,,,Waiuku,Waiuku,Thoroughfare,Current,174.72590752,-37.24699625,King,,,Waiuku,Waiuku,King Street,"32 King Street, Waiuku"
POINT (174.77217435 -37.2430546365),1137064,AIMS,1005222,1,Hall Road,"1 Hall Road, Waiuku",Auckland,,,,,,1,,,,Hall,Road,,,,Waiuku,Waiuku,Thoroughfare,Current,174.77217435,-37.2430546,Hall,,,Waiuku,Waiuku,Hall Road,"1 Hall Road, Waiuku"
POINT (174.7303116333 -37.2493027698),1359257,AIMS,1193476,4,Bowen Street,"4 Bowen Street, Waiuku",Auckland,,,,,,4,,,,Bowen,Street,,,,Waiuku,Waiuku,Thoroughfare,Current,174.73031163,-37.24930273,Bowen,,,Waiuku,Waiuku,Bowen Street,"4 Bowen Street, Waiuku"
POINT (174.7403359167 -37.2575352032),1382033,AIMS,1211405,62,Kaiwaka Road,"62 Kaiwaka Road, Waiuku",Auckland,,,,,,62,,,,Kaiwaka,Road,,,,Waiuku,Waiuku,Thoroughfare,Current,174.74033592,-37.25753517,Kaiwaka,,,Waiuku,Waiuku,Kaiwaka Road,"62 Kaiwaka Road, Waiuku"
POINT (174.7289210833 -37.2527999698),1418554,AIMS,1239031,10,Kirk Street,"10 Kirk Street, Waiuku",Auckland,,,,,,10,,,,Kirk,Street,,,,Waiuku,Waiuku,Thoroughfare,Current,174.72892108,-37.25279993,Kirk,,,Waiuku,Waiuku,Kirk Street,"10 Kirk Street, Waiuku"
POINT (174.7423198 -37.2625051532),1723442,AIMS,1456040,75,Hull Road,"75 Hull Road, Waiuku",Auckland,,,,,,75,,,,Hull,Road,,,,Waiuku,Waiuku,Thoroughfare,Current,174.7423198,-37.26250512,Hull,,,Waiuku,Waiuku,Hull Road,"75 Hull Road, Waiuku"
POINT (174.43042065 -36.6613921859),59858,AIMS,56712,32,Chic Gardens,"32 Chic Gardens, Parakai, Helensville",Auckland,,,,,,32,,,,Chic,Gardens,,,,Parakai,Helensville,Thoroughfare,Current,174.43042065,-36.66139215,Chic,,,Parakai,Helensville,Chic Gardens,"32 Chic Gardens, Parakai, Helensville"
POINT (174.8423043167 -36.9873333195),145075,AIMS,136895,62,Pah Road,"62 Pah Road, Papatoetoe, Auckland",Auckland,,,,,,62,,,,Pah,Road,,,,Papatoetoe,Auckland,Thoroughfare,Current,174.84230432,-36.98733328,Pah,,,Papatoetoe,Auckland,Pah Road,"62 Pah Road, Papatoetoe, Auckland"
POINT (174.7161555333 -36.7227689692),402303,AIMS,357596,73,Masons Road,"73 Masons Road, Oteha, Auckland",Auckland,,,,,,73,,,,Masons,Road,,,,Oteha,Auckland,Thoroughfare,Current,174.71615553,-36.72276893,Masons,,,Oteha,Auckland,Masons Road,"73 Masons Road, Oteha, Auckland"
POINT (174.71901865 -36.7180220192),404681,AIMS,359511,16,Vicente Place,"16 Vicente Place, Oteha, Auckland",Auckland,,,,,,16,,,,Vicente,Place,,,,Oteha,Auckland,Thoroughfare,Current,174.71901865,-36.71802198,Vicente,,,Oteha,Auckland,Vicente Place,"16 Vicente Place, Oteha, Auckland"
POINT (174.7973880667 -36.8949685194),565410,AIMS,1593548,224A,Campbell Road,"224A Campbell Road, Greenlane, Auckland",Auckland,,,,,,224,A,,,Campbell,Road,,,,Greenlane,Auckland,Thoroughfare,Current,174.79738807,-36.89496848,Campbell,,,Greenlane,Auckland,Campbell Road,"224A Campbell Road, Greenlane, Auckland"
POINT (174.6644854167 -36.8966323028),878215,AIMS,1621296,5B,Nile Road,"5B Nile Road, Kelston, Auckland",Auckland,,,,,,5,B,,,Nile,Road,,,,Kelston,Auckland,Thoroughfare,Current,174.66448542,-36.89663227,Nile,,,Kelston,Auckland,Nile Road,"5B Nile Road, Kelston, Auckland"
POINT (174.5647697667 -36.9228952529),958773,AIMS,851376,570,Scenic Drive,"570 Scenic Drive, Waiatarua, Auckland",Auckland,,,,,,570,,,,Scenic,Drive,,,,Waiatarua,Auckland,Thoroughfare,Current,174.56476977,-36.92289522,Scenic,,,Waiatarua,Auckland,Scenic Drive,"570 Scenic Drive, Waiatarua, Auckland"
POINT (174.6025030667 -36.8408599694),964232,AIMS,856160,8,Arde Place,"8 Arde Place, Massey, Auckland",Auckland,,,,,,8,,,,Arde,Place,,,,Massey,Auckland,Thoroughfare,Current,174.60250307,-36.84085993,Arde,,,Massey,Auckland,Arde Place,"8 Arde Place, Massey, Auckland"
POINT (174.6084961667 -36.8304739361),966761,AIMS,858355,26,Royal Road,"26 Royal Road, Massey, Auckland",Auckland,,,,,,26,,,,Royal,Road,,,,Massey,Auckland,Thoroughfare,Current,174.60849617,-36.8304739,Royal,,,Massey,Auckland,Royal Road,"26 Royal Road, Massey, Auckland"
POINT (174.6082237833 -36.8308215528),966788,AIMS,858379,29,Royal Road,"29 Royal Road, Massey, Auckland",Auckland,,,,,,29,,,,Royal,Road,,,,Massey,Auckland,Thoroughfare,Current,174.60822378,-36.83082152,Royal,,,Massey,Auckland,Royal Road,"29 Royal Road, Massey, Auckland"
POINT (174.6098190333 -36.8376670694),967428,AIMS,858975,20,Faram Place,"20 Faram Place, Massey, Auckland",Auckland,,,,,,20,,,,Faram,Place,,,,Massey,Auckland,Thoroughfare,Current,174.60981903,-36.83766703,Faram,,,Massey,Auckland,Faram Place,"20 Faram Place, Massey, Auckland"
POINT (174.6143463833 -36.8471742861),968467,AIMS,859926,4,Anich Road,"4 Anich Road, Massey, Auckland",Auckland,,,,,,4,,,,Anich,Road,,,,Massey,Auckland,Thoroughfare,Current,174.61434638,-36.84717425,Anich,,,Massey,Auckland,Anich Road,"4 Anich Road, Massey, Auckland"
POINT (174.6074363333 -36.8858561861),971119,AIMS,862321,4,Luna Place,"4 Luna Place, Henderson, Auckland",Auckland,,,,,,4,,,,Luna,Place,,,,Henderson,Auckland,Thoroughfare,Current,174.60743633,-36.88585615,Luna,,,Henderson,Auckland,Luna Place,"4 Luna Place, Henderson, Auckland"
POINT (174.6140652333 -36.8990983861),971286,AIMS,862484,15,Pine Avenue,"15 Pine Avenue, Henderson, Auckland",Auckland,,,,,,15,,,,Pine,Avenue,,,,Henderson,Auckland,Thoroughfare,Current,174.61406523,-36.89909835,Pine,,,Henderson,Auckland,Pine Avenue,"15 Pine Avenue, Henderson, Auckland"
POINT (174.6144888667 -36.9643058695),971509,AIMS,862685,604,Huia Road,"604 Huia Road, Parau, Auckland",Auckland,,,,,,604,,,,Huia,Road,,,,Parau,Auckland,Thoroughfare,Current,174.61448887,-36.96430583,Huia,,,Parau,Auckland,Huia Road,"604 Huia Road, Parau, Auckland"
POINT (174.61592705 -36.8339860861),972695,AIMS,863738,106,Kemp Road,"106 Kemp Road, Massey, Auckland",Auckland,,,,,,106,,,,Kemp,Road,,,,Massey,Auckland,Thoroughfare,Current,174.61592705,-36.83398605,Kemp,,,Massey,Auckland,Kemp Road,"106 Kemp Road, Massey, Auckland"
POINT (174.6161587667 -36.8208609027),972469,AIMS,863523,47,Oreil Avenue,"47 Oreil Avenue, West Harbour, Auckland",Auckland,,,,,,47,,,,Oreil,Avenue,,,,West Harbour,Auckland,Thoroughfare,Current,174.61615877,-36.82086087,Oreil,,,West Harbour,Auckland,Oreil Avenue,"47 Oreil Avenue, West Harbour, Auckland"
POINT (174.6210965833 -36.825638386),972821,AIMS,863854,16,Fresil Lane,"16 Fresil Lane, Massey, Auckland",Auckland,,,,,,16,,,,Fresil,Lane,,,,Massey,Auckland,Thoroughfare,Current,174.62109658,-36.82563835,Fresil,,,Massey,Auckland,Fresil Lane,"16 Fresil Lane, Massey, Auckland"
POINT (174.6197529833 -36.8250071027),972899,AIMS,863924,22,Jadewynn Drive,"22 Jadewynn Drive, Massey, Auckland",Auckland,,,,,,22,,,,Jadewynn,Drive,,,,Massey,Auckland,Thoroughfare,Current,174.61975298,-36.82500707,Jadewynn,,,Massey,Auckland,Jadewynn Drive,"22 Jadewynn Drive, Massey, Auckland"
POINT (174.61836305 -36.8445413861),973903,AIMS,864853,9,Lilburn Crescent,"9 Lilburn Crescent, Massey, Auckland",Auckland,,,,,,9,,,,Lilburn,Crescent,,,,Massey,Auckland,Thoroughfare,Current,174.61836305,-36.84454135,Lilburn,,,Massey,Auckland,Lilburn Crescent,"9 Lilburn Crescent, Massey, Auckland"
POINT (174.6181217833 -36.8730255694),975665,AIMS,866441,15,Vitex Lane,"15 Vitex Lane, Henderson, Auckland",Auckland,,,,,,15,,,,Vitex,Lane,,,,Henderson,Auckland,Thoroughfare,Current,174.61812178,-36.87302553,Vitex,,,Henderson,Auckland,Vitex Lane,"15 Vitex Lane, Henderson, Auckland"
POINT (174.61523515 -36.8851477028),976941,AIMS,1628154,14A,Palomino Drive,"14A Palomino Drive, Henderson, Auckland",Auckland,,,,,,14,A,,,Palomino,Drive,,,,Henderson,Auckland,Thoroughfare,Current,174.61523515,-36.88514767,Palomino,,,Henderson,Auckland,Palomino Drive,"14A Palomino Drive, Henderson, Auckland"
POINT (174.6199437333 -36.8999172361),977857,AIMS,868364,31,Posa Avenue,"31 Posa Avenue, Henderson, Auckland",Auckland,,,,,,31,,,,Posa,Avenue,,,,Henderson,Auckland,Thoroughfare,Current,174.61994373,-36.8999172,Posa,,,Henderson,Auckland,Posa Avenue,"31 Posa Avenue, Henderson, Auckland"
POINT (174.6211906667 -36.9120276361),978201,AIMS,868665,2,Shaw Road,"2 Shaw Road, Oratia, Auckland",Auckland,,,,,,2,,,,Shaw,Road,,,,Oratia,Auckland,Thoroughfare,Current,174.62119067,-36.9120276,Shaw,,,Oratia,Auckland,Shaw Road,"2 Shaw Road, Oratia, Auckland"
POINT (174.6344865833 -36.798624586),979066,AIMS,869372,1,Kauri Road,"1 Kauri Road, Whenuapai, Auckland",Auckland,,,,,,1,,,,Kauri,Road,,,,Whenuapai,Auckland,Thoroughfare,Current,174.63448658,-36.79862455,Kauri,,,Whenuapai,Auckland,Kauri Road,"1 Kauri Road, Whenuapai, Auckland"
POINT (174.6343489833 -36.8130095193),979084,AIMS,869389,12,Westpark Drive,"12 Westpark Drive, West Harbour, Auckland",Auckland,,,,,,12,,,,Westpark,Drive,,,,West Harbour,Auckland,Thoroughfare,Current,174.63434898,-36.81300948,Westpark,,,West Harbour,Auckland,Westpark Drive,"12 Westpark Drive, West Harbour, Auckland"
POINT (174.6337603167 -36.8216721527),980098,AIMS,870273,9,Amery Place,"9 Amery Place, West Harbour, Auckland",Auckland,,,,,,9,,,,Amery,Place,,,,West Harbour,Auckland,Thoroughfare,Current,174.63376032,-36.82167212,Amery,,,West Harbour,Auckland,Amery Place,"9 Amery Place, West Harbour, Auckland"
POINT (174.6276258333 -36.8301098861),980693,AIMS,870814,9,Ebony Place,"9 Ebony Place, Massey, Auckland",Auckland,,,,,,9,,,,Ebony,Place,,,,Massey,Auckland,Thoroughfare,Current,174.62762583,-36.83010985,Ebony,,,Massey,Auckland,Ebony Place,"9 Ebony Place, Massey, Auckland"
POINT (174.6266372 -36.8365289194),981005,AIMS,4293480,6,Sari Place,"6 Sari Place, Massey, Auckland",Auckland,,,,,,6,,,,Sari,Place,,,,Massey,Auckland,Thoroughfare,Current,174.6266372,-36.83652888,Sari,,,Massey,Auckland,Sari Place,"6 Sari Place, Massey, Auckland"
POINT (174.6305510167 -36.8377335028),981075,AIMS,1628542,93A,Colwill Road,"93A Colwill Road, Massey, Auckland",Auckland,,,,,,93,A,,,Colwill,Road,,,,Massey,Auckland,Thoroughfare,Current,174.63055102,-36.83773347,Colwill,,,Massey,Auckland,Colwill Road,"93A Colwill Road, Massey, Auckland"
POINT (174.6293743333 -36.8601198694),981477,AIMS,871439,180,Lincoln Road,"180 Lincoln Road, Henderson, Auckland",Auckland,,,,,,180,,,,Lincoln,Road,,,,Henderson,Auckland,Thoroughfare,Current,174.62937433,-36.86011983,Lincoln,,,Henderson,Auckland,Lincoln Road,"180 Lincoln Road, Henderson, Auckland"
POINT (174.63402275 -36.8701635194),981909,AIMS,871819,1,Hoya Court,"1 Hoya Court, Henderson, Auckland",Auckland,,,,,,1,,,,Hoya,Court,,,,Henderson,Auckland,Thoroughfare,Current,174.63402275,-36.87016348,Hoya,,,Henderson,Auckland,Hoya Court,"1 Hoya Court, Henderson, Auckland"
POINT (174.6344768667 -36.8705268528),982149,AIMS,872017,4,Hoya Court,"4 Hoya Court, Henderson, Auckland",Auckland,,,,,,4,,,,Hoya,Court,,,,Henderson,Auckland,Thoroughfare,Current,174.63447687,-36.87052682,Hoya,,,Henderson,Auckland,Hoya Court,"4 Hoya Court, Henderson, Auckland"
POINT (174.63350325 -36.8687533528),982232,AIMS,872089,6,Rosebay Rise,"6 Rosebay Rise, Henderson, Auckland",Auckland,,,,,,6,,,,Rosebay,Rise,,,,Henderson,Auckland,Thoroughfare,Current,174.63350325,-36.86875332,Rosebay,,,Henderson,Auckland,Rosebay Rise,"6 Rosebay Rise, Henderson, Auckland"
POINT (174.6334690667 -36.9217605029),984317,AIMS,1628758,20A,Autumn Avenue,"20A Autumn Avenue, Glen Eden, Auckland",Auckland,,,,,,20,A,,,Autumn,Avenue,,,,Glen Eden,Auckland,Thoroughfare,Current,174.63346907,-36.92176047,Autumn,,,Glen Eden,Auckland,Autumn Avenue,"20A Autumn Avenue, Glen Eden, Auckland"
